component__best_path__mean,component__bridge_coverage__mean,component__coherence__mean,component__coverage__mean,component__fragility__mean,component__redundancy__mean,component__score_raw__mean,graph_score_max,graph_score_mean,graph_score_min,graph_score_std,n_rows,n_success,paper_id,paper_key,rating,sheet,title,variant_id,variant_name
0.34466063548443315,0.5184523809523809,0.6431878306878307,0.5714285714285714,0.08724508156066672,0.7142857142857143,0.43129598922960083,0.8678788764449744,0.5812959890670089,0.1500000007,0.2785301746122723,56,56,010,Economics__010__political-selection-and-persistence-of-bad-governments,Neutral,Economics,Political selection and persistence of bad governments,agg_softmin,Propagation aggregate = softmin
0.5287883803637542,0.8176339285714286,0.993421052631579,0.9166666666666666,0.07137480348190134,0.875,0.648158128641335,0.8846582188271189,0.7981581280450187,0.73842473247076,0.042675521548933656,64,64,011,Economics__011__monetary-economics-from-econophysics-perspective,Neutral,Economics,Monetary economics from econophysics perspective,agg_softmin,Propagation aggregate = softmin
0.48955289428312626,0.7099587912087912,0.9528846153846153,0.7916666666666666,0.08716614744061342,0.75,0.5737581274620155,0.839134930739222,0.7237581270144993,0.49752384347163897,0.10050169571519882,64,64,012,Economics__012__expected-growth-criterion-an-axiomatization,Neutral,Economics,Expected Growth Criterion: An Axiomatization,agg_softmin,Propagation aggregate = softmin
0.48579473465744194,0.5871626535229476,0.9544059011164274,0.5416666666666666,0.1420364504394066,0.9583333333333334,0.5402911362574958,0.8418324468238161,0.6902911358769135,0.5976471762971433,0.07633250906129656,64,64,013,Economics__013__labour-by-design-contributions-of-david-card-joshua-angrist-and-guido-imbens,Neutral,Economics,"Labour by Design: Contributions of David Card, Joshua Angrist, and Guido Imbens",agg_softmin,Propagation aggregate = softmin
0.4768419539877037,0.6026046869796869,0.7814638067870826,0.7083333333333334,0.18757961288797215,0.875,0.5219544323206934,0.8120209474123328,0.6719544319767845,0.24539350407781743,0.18037138034925185,64,64,014,Economics__014__hypothetical-bias-in-stated-choice-experiments-part-i-integrative-synthesis-of-e,Neutral,Economics,"Hypothetical bias in stated choice experiments: Part I. Integrative synthesis of empirical 
evidence and conceptualisation of external validity",agg_softmin,Propagation aggregate = softmin
0.4950717190728243,0.746875,0.9416396103896104,0.875,0.10166138816173374,0.875,0.608151432582907,0.8885498743355502,0.7581514320666041,0.5440694859636832,0.09104680871262875,64,64,015,Economics__015__physics-and-financial-economics-1776-2014-puzzles-ising-and-agent-based-models,Neutral,Economics,"Physics and Financial Economics (1776-2014) Puzzles, Ising and Agent-Based models",agg_softmin,Propagation aggregate = softmin
0.3958206430176912,0.609375,0.8188690476190477,0.7083333333333334,0.11771545518829886,0.8333333333333334,0.511361830571416,0.8437011621811681,0.6613618302486923,0.1500000007,0.23219912987710634,64,64,016,Economics__016__ergodicity-economics-in-plain-english,Neutral,Economics,Ergodicity Economics in Plain English,agg_softmin,Propagation aggregate = softmin
0.46422019928541886,0.7863839285714286,0.9067742153679653,0.875,0.08640663884530865,0.8333333333333334,0.6028674576742121,0.8664505328110513,0.7528674571684771,0.4572913871492983,0.11542459029002056,64,64,017,Economics__017__state-level-policy-uncertainty-and-economic-performance,Neutral,Economics,State-level policy uncertainty and economic performance,agg_softmin,Propagation aggregate = softmin
0.4831930919632563,0.7800595238095238,0.9475840336134453,0.9583333333333334,0.07704962882427979,0.875,0.6260974463142309,0.8397823396497911,0.776097445762036,0.6515123402743302,0.056792341803893504,64,64,018,Economics__018__the-cost-benefit-fallacy-why-cost-benefit-analysis-is-broken-and-how-to-fix-it,Neutral,Economics,The Cost-Benefit Fallacy: Why Cost-Benefit Analysis Is Broken and How to Fix It,agg_softmin,Propagation aggregate = softmin
0.47778678010645836,0.45396556058320764,0.6574074074074074,0.6666666666666666,0.24688712502738838,0.5,0.4033124238257156,0.8053469813856254,0.5533124237190907,0.24277500839881053,0.22019968425291542,48,48,019,Economics__019__why-your-it-project-may-be-riskier-than-you-think-new-research-shows-surprisingl,Neutral,Economics,Why Your IT Project May Be Riskier than You Think New research shows surprisingly high numbers of out-of-control tech projects — ones that can sink entire companies and careers.,agg_softmin,Propagation aggregate = softmin
0.47012906905475177,0.7063358516483517,0.9814274267399268,0.75,0.12341240944103497,0.9166666666666666,0.5862471114336133,0.8568186913562408,0.7362471109611191,0.5786600627365865,0.09780077669463297,64,64,020,Economics__020__ergodicity-economics-is-pseudoscience,Bad,Economics,‘Ergodicity Economics’ is Pseudoscience,agg_softmin,Propagation aggregate = softmin
0.48918739722231436,0.7766941391941392,0.9880681818181818,0.875,0.08253248585776948,0.7916666666666666,0.6091473294072661,0.8427172849352412,0.7591473288889714,0.5978818911626256,0.06776112997752345,64,64,021,Economics__021__what-are-we-weighting-for-a-mechanistic-model-for-probability-weighting,Bad,Economics,What are we weighting for? A mechanistic model for probability weighting,agg_softmin,Propagation aggregate = softmin
0.476727031027699,0.5252976190476191,0.8160493827160494,0.3333333333333333,0.20980138268225282,0.6666666666666666,0.4339742267214299,0.822464838552723,0.5839742265534814,0.23225983525059138,0.207662285556679,48,48,022,Economics__022__commentary-on-addressing-the-malaise-in-neoclassical-economics-a-call-for-partia,Bad,Economics,"Commentary on ""Addressing the Malaise in neoclassical economics: A call for partial Models""",agg_softmin,Propagation aggregate = softmin
0.49516951197591846,0.8149439102564102,0.9866946778711485,0.8333333333333334,0.0799189880656896,0.7916666666666666,0.6162933084686769,0.8730890495366955,0.7662933079360902,0.6514634707810362,0.06499996541026729,64,64,023,Economics__023__switching-economics-for-physics-and-the-carbon-price-inflation-problems-in-integ,Neutral,Economics,Switching Economics for Physics and the Carbon Price Inflation: Problems in Integrated Assessment Models and their Implications,agg_softmin,Propagation aggregate = softmin
0.46373808214926987,0.6468150721827193,0.9512373104478368,0.6666666666666666,0.15280700067466946,1.0,0.5665076361932472,0.844386525037856,0.7165076357602319,0.5133383650024181,0.09196206038545171,64,64,024,Economics__024__the-two-growth-rates-of-the-economy,Bad,Economics,The Two Growth Rates of the Economy,agg_softmin,Propagation aggregate = softmin
0.5132728514370938,0.7846211080586081,0.9874686716791979,0.875,0.06470329834346866,0.7916666666666666,0.6197648622903249,0.8473432371319767,0.7697648617507952,0.691667250162905,0.045006177745237456,64,64,025,Economics__025__land-bubbles-despite-non-vanishing-rents,Bad,Economics,Land Bubbles Despite Non-Vanishing Rents,agg_softmin,Propagation aggregate = softmin
0.432160137240071,0.7401041666666667,0.9551851851851851,0.7083333333333334,0.12687056460707893,1.0,0.5903873431374744,0.842993110052945,0.7403873426566997,0.6110510995983665,0.08002412097489661,64,64,026,Economics__026__quantum-propensity-in-economics,Bad,Economics,Quantum propensity in economics,agg_softmin,Propagation aggregate = softmin
0.5195733867398126,0.8588942307692308,0.9847222222222223,1.0,0.07356208391412185,0.875,0.6633048140123647,0.8764820614903063,0.8133048133857551,0.7533764966732698,0.03305174505845467,64,64,027,Economics__027__switching-economics-for-physics-and-the-carbon-price-inflation-problems-in-integ,Bad,Economics,Switching Economics for Physics and the Carbon Price Inflation: Problems in Integrated Assessment Models and their Implications,agg_softmin,Propagation aggregate = softmin
0.48773826135478227,0.7246323529411764,0.9699167791273055,0.7083333333333334,0.1413133354380861,1.0,0.5997206645043407,0.8785815684220256,0.7497206640048992,0.5449818385038953,0.0925651091068746,64,64,028,Economics__028__economists-erroneous-estimates-of-damages-from-climate-change,Bad,Economics,Economists’ Erroneous Estimates of Damages from Climate Change,agg_softmin,Propagation aggregate = softmin
0.38718688285697955,0.4372596153846154,0.8036889097744361,0.16666666666666666,0.1506255998459191,0.6666666666666666,0.38055334222762116,0.7554617127104656,0.5305533421665144,0.1500000007,0.1813427016927361,64,64,029,Economics__029__infinite-growth-a-curse-or-a-blessing,Bad,Economics,INFINITE GROWTH:  A CURSE OR A BLESSING?,agg_softmin,Propagation aggregate = softmin
0.4923479724787284,0.7187193627450981,0.9652993443754313,0.7083333333333334,0.15331919818028006,1.0,0.5971322218497911,0.854360951657149,0.7471322213555266,0.6076685165594541,0.09389019224975745,64,64,030,Economics__030__the-skill-content-of-recent-technological-change-an-empirical-exploration,Good,Economics,The Skill Content of Recent Technological Change: An Empirical Exploration,agg_softmin,Propagation aggregate = softmin
0.43215412843540396,0.8097700618709023,0.9251051329622759,0.9047619047619048,0.08094936325855763,0.7619047619047619,0.5956110611459252,0.8526043834099459,0.7456110606547031,0.609378688588641,0.08058658990993259,56,56,031,Economics__031__where-is-the-land-of-opportunity-the-geography-of-intergenerational-mobility-in-,Good,Economics,Where is the Land of Opportunity? The Geography of Intergenerational Mobility in the United States,agg_softmin,Propagation aggregate = softmin
0.5054524571991316,0.7992559523809524,0.9486878182530356,0.875,0.09900053939122387,0.9583333333333334,0.6374458033116409,0.8339846743557686,0.7874458027367494,0.6681341347688059,0.04918874955993406,64,64,032,Economics__032__is-the-united-states-still-a-land-of-opportunity-recent-trends-in-intergeneratio,Good,Economics,Is the United States Still a Land of Opportunity? Recent Trends in Intergenerational Mobility,agg_softmin,Propagation aggregate = softmin
0.43441361793650407,0.6721955128205128,0.868421052631579,0.75,0.04920108455971111,0.5416666666666666,0.5123642252684555,0.8352798082726397,0.6623642249437269,0.1500000007,0.21006072268536966,64,64,033,Economics__033__the-fading-american-dream-trends-in-absolute-income-mobility-since-1940,Good,Economics,The Fading American Dream: Trends in Absolute Income Mobility Since 1940,agg_softmin,Propagation aggregate = softmin
0.48803731794750416,0.9496852106227106,0.9789015151515151,1.0,0.05245906116571118,0.75,0.6619519244828485,0.8757608572412999,0.8119519238589445,0.7645213266369756,0.029838536848067438,64,64,034,Economics__034__race-and-economic-opportunity-in-the-united-states-an-intergenerational-perspect,Good,Economics,Race and Economic Opportunity in the United States: An Intergenerational Perspective,agg_softmin,Propagation aggregate = softmin
0.41472620815880645,0.8248511904761905,0.8112103398327725,0.7916666666666666,0.06846158725258049,0.8333333333333334,0.584912812220806,0.8477609394785494,0.7349128117509803,0.1500000007,0.22187190865812492,64,64,035,Economics__035__measuring-the-impacts-of-teachers-ii-teacher-value-added-and-student-outcomes-in,Good,Economics,Measuring the Impacts of Teachers II: Teacher Value-Added and Student Outcomes in Adulthood,agg_softmin,Propagation aggregate = softmin
0.49141188335530933,0.8073775183150184,0.9760251322751323,0.75,0.0988403858019551,0.9166666666666666,0.6199738057748019,0.8834251668619183,0.7699738052348541,0.6082666828105276,0.07920132533431637,64,64,036,Economics__036__active-vs-passive-decisions-and-crowdout-in-retirement-savings-accounts-evidence,Good,Economics,ACTIVE VS. PASSIVE DECISIONS AND CROWDOUT IN RETIREMENT SAVINGS ACCOUNTS: EVIDENCE FROM DENMARK,agg_softmin,Propagation aggregate = softmin
0.48391736818841957,0.8045787545787546,0.8373958333333333,0.8333333333333334,0.13751956945133725,0.9166666666666666,0.6060690119407596,0.8751266311167797,0.7560690114286215,0.2521574899005764,0.18944591557322435,64,64,037,Economics__037__the-china-shock-learning-from-labor-market-adjustment-to-large-changes-in-trade,Good,Economics,The China Shock: Learning from Labor-Market Adjustment to Large Changes in Trade,agg_softmin,Propagation aggregate = softmin
0.507211858033879,0.6838541666666667,0.9402581075533661,0.8333333333333333,0.09812519262002098,0.9166666666666666,0.5979068713708032,0.8679945129491426,0.7479068708749894,0.6352652977686211,0.0787674929775476,64,64,038,Economics__038__the-impact-of-individual-teachers-on-student-achievement-evidence-from-panel-dat,Good,Economics,The Impact of Individual Teachers on Student Achievement: Evidence from Panel Dat,agg_softmin,Propagation aggregate = softmin
0.36197689012084616,0.6057291666666667,0.7271825396825397,0.6666666666666666,0.061209105535867586,0.6666666666666666,0.4721300690014187,0.8594452476523691,0.6221300687571585,0.1500000007,0.2758137836642093,64,64,039,Economics__039__income-segregation-and-intergenerational-mobility-across-colleges-in-the-united-,Good,Economics,INCOME SEGREGATION AND INTERGENERATIONAL MOBILITY ACROSS COLLEGES IN THE UNITED STATES,agg_softmin,Propagation aggregate = softmin
0.5164781343294823,0.8273809523809523,0.9754784688995215,1.0,0.061893462773010346,0.8333333333333333,0.6492285991516092,0.8795610230742555,0.799228598553152,0.723421395230542,0.0433821511214497,64,64,040,Economics__040__the-economic-consequences-of-increasing-sleep-among-the-urban-poor,Good,Economics,The Economic Consequences of Increasing Sleep Among the Urban Poor,agg_softmin,Propagation aggregate = softmin
0.504900305264638,0.8046245421245422,0.9807749186631174,1.0,0.07527983020363971,0.8095238095238095,0.6355953006116322,0.8696165174735433,0.7855953000404415,0.6289261469656847,0.07883612354311209,56,56,041,Economics__041__the-effect-of-evaluation-on-teacher-performance,Good,Economics,The Effect of Evaluation on Teacher Performance,agg_softmin,Propagation aggregate = softmin
0.4970093614791216,0.6376717032967033,0.877827380952381,0.8333333333333334,0.12534495121482836,0.9166666666666666,0.5734845949403033,0.8313543554683787,0.7234845944933341,0.48271450828748136,0.1065601135876082,64,64,042,Economics__042__good-jobs-versus-bad-jobs,Good,Economics,Good Jobs versus Bad Jobs,agg_softmin,Propagation aggregate = softmin
0.4310954797538883,0.519437775110044,0.919803476946334,0.6666666666666666,0.12691775798839913,0.7142857142857143,0.4843855215218804,0.8283457356689392,0.6343855212531093,0.4829586607764507,0.10267603831727819,56,56,043,Economics__043__growth-in-a-time-of-debt,Bad,Economics,Growth in a Time of Debt,agg_softmin,Propagation aggregate = softmin
0.3926728929034214,0.6312225877192983,0.6963807468879467,0.7083333333333334,0.07420321676129567,0.75,0.4978147956636136,0.8915871831868555,0.6478147953679839,0.1500000007,0.29250082565017493,64,64,044,Economics__044__economic-growth-in-a-cross-section-of-countries,Bad,Economics,Economic Growth in a Cross Section of Countries,agg_softmin,Propagation aggregate = softmin
0.5135582481313254,0.7306372549019607,0.9945652173913043,0.75,0.07590881064235876,0.7916666666666666,0.5928690759010982,0.8722614094474789,0.74286907541536,0.47386386100365807,0.12778445853636644,64,64,045,Economics__045__what-are-we-weighting-for-a-mechanistic-model-for-probability-weighting,Bad,Economics,What are we weighting for? A mechanistic model for probability weighting,agg_softmin,Propagation aggregate = softmin
0.4754636770375007,0.6230654761904761,0.9599498327759197,0.625,0.15226381699837516,0.8333333333333333,0.5352876990348299,0.8098136858187475,0.6852876986642544,0.49900888744301947,0.12268346580179984,64,64,046,Economics__046__africas-growth-tragedy-policies-and-ethnic-divisions,Bad,Economics,Africa’s Growth Tragedy: Policies and Ethnic Divisions,agg_softmin,Propagation aggregate = softmin
0.3460810003948155,0.6368303571428572,0.7352729885057472,0.625,0.06173217537009733,0.7083333333333334,0.4787453119294782,0.8356135219533852,0.6287453116719876,0.1500000007,0.2785710864929993,64,64,047,Economics__047__ergodicity-economics-is-pseudoscience,Bad,Economics,Ergodicity Economics' is Pseudoscience,agg_softmin,Propagation aggregate = softmin
0.4422602703514856,0.5999656593406594,0.8343952922077922,0.625,0.19435897948915337,0.8333333333333334,0.5023421647204425,0.8063784101995816,0.6523421644157581,0.2361824562391542,0.17227145105871733,64,64,048,Economics__048__quantum-propensity-in-economics,Bad,Economics,Quantum propensity in economics,agg_softmin,Propagation aggregate = softmin
0.4784962891359303,0.7555090742590742,0.9872122762148338,0.9166666666666666,0.08237228789448837,0.75,0.5990333919527279,0.8153656000566883,0.7490333914546611,0.6919985479779086,0.04026149757819468,64,64,000,MLComputing__000__prediction-of-heart-disease-using-knn-algorithm,Bad,MLComputing,Prediction of Heart Disease Using KNN Algorithm,agg_softmin,Propagation aggregate = softmin
0.4506596327183054,0.573704481792717,0.810702614379085,0.75,0.15397112114401085,0.625,0.48281562189406246,0.7805362788816207,0.6328156216284312,0.25456636787652137,0.15971696960206716,64,64,001,MLComputing__001__spam-detection-using-nave-bayes-classifier,Bad,MLComputing,Spam Detection Using Naïve Bayes Classifier,agg_softmin,Propagation aggregate = softmin
0.5226279257662589,0.623981227106227,0.975,0.7083333333333333,0.09480705954436343,0.625,0.5345145626198002,0.8002219875300776,0.6845145622507711,0.5065229910304938,0.08854646138122428,64,64,002,MLComputing__002__face-recognition-using-principal-component-analysis-method,Bad,MLComputing,Face recognition using principal component analysis method,agg_softmin,Propagation aggregate = softmin
0.46330903755950587,0.39032738095238095,0.6813784042044911,0.29166666666666663,0.29336866581842874,0.8333333333333334,0.3917083118423232,0.8452959868668625,0.5417083117589065,0.24530191831216033,0.1880067086130419,64,64,003,MLComputing__003__stock-market-prediction-using-machine-learning-a-systematic-literature-review,Bad,MLComputing,Stock Market Prediction using Machine Learning: A Systematic Literature Review,agg_softmin,Propagation aggregate = softmin
0.47957512673775193,0.6284054487179487,0.9291666666666667,0.7083333333333333,0.1082419051397007,0.7916666666666666,0.54325885809297,0.7978747699394921,0.6932588577064523,0.47680633405552764,0.10024282216041877,64,64,004,MLComputing__004__handwritten-digit-recognition-using-support-vector-machine,Bad,MLComputing,Handwritten digit Recognition using Support Vector Machine,agg_softmin,Propagation aggregate = softmin
0.5392450167520313,0.7011512297226583,0.9714285714285714,0.7142857142857143,0.1279622529080882,1.0,0.6094761522538877,0.8849838259905011,0.7594761517349353,0.5084145007050868,0.109971445955815,56,56,005,MLComputing__005__e-nursery-retail-project-using-clustering-algorithm-visual-data-representation,Bad,MLComputing,E- Nursery Retail Project Using Clustering Algorithm & Visual Data Representation,agg_softmin,Propagation aggregate = softmin
0.4929585061056636,0.26319444444444445,0.5,0.0,0.36633704622392593,0.611111111111111,0.2757543473706048,0.6179738565600429,0.4257543475190961,0.244278905898543,0.1591238005969914,48,48,006,MLComputing__006__iot-based-smart-home-automation-systems-enhancing-energy-efficiency-and-security,Bad,MLComputing,IoT Based Smart Home Automation Systems: Enhancing Energy Efficiency and Security,agg_softmin,Propagation aggregate = softmin
0.5194153951005553,0.5066907051282051,0.875,0.5,0.16845813215365896,0.6666666666666666,0.4687578052341413,0.8221552304182693,0.6187578049966256,0.2447450742816765,0.1845415660326765,64,64,007,MLComputing__007__iot-based-smart-security-and-smart-home-automation,Bad,MLComputing,IoT Based Smart Security and Smart Home Automation,agg_softmin,Propagation aggregate = softmin
0.4035504411205694,0.5498511904761905,0.7386363636363636,0.625,0.06267653051226993,0.5,0.44031256468598584,0.84062229589945,0.5903125645053606,0.1500000007,0.26141130942486374,64,64,008,MLComputing__008__iot-based-home-automation-system,Bad,MLComputing,IoT Based Home Automation System,agg_softmin,Propagation aggregate = softmin
0.2685333508431135,0.19389880952380953,0.41849747474747473,0.20833333333333331,0.18240449930024388,0.5,0.225930446004775,0.6838356733996466,0.37593044625291405,0.1500000007,0.21063099139447233,64,64,009,MLComputing__009__a-review-on-internet-of-thing-for-home-automation,Bad,MLComputing,A Review on Internet of Thing for Home Automation,agg_softmin,Propagation aggregate = softmin
0.41607659800279395,0.7986607142857143,0.8657407407407407,0.875,0.05277821209587585,0.7916666666666666,0.5885916703318197,0.8734222622470906,0.7385916698546363,0.1500000007,0.22523853030207747,64,64,010,MLComputing__010__sentiment-analysis-using-lexicon-based-approaches,Bad,MLComputing,Sentiment Analysis Using Lexicon-Based Approaches,agg_softmin,Propagation aggregate = softmin
0.48385949619037816,0.7662202380952381,1.0,0.8333333333333333,0.08814264088424467,0.875,0.6138818707721007,0.8481140541515575,0.7638818702443368,0.6548843208774267,0.06889183819899636,64,64,011,MLComputing__011__a-comparison-of-lexicon-based-and-ml-based-sentiment-analysis,Bad,MLComputing,A Comparison of Lexicon-Based and ML-Based Sentiment Analysis,agg_softmin,Propagation aggregate = softmin
0.4423286450161144,0.5852454836829837,0.8653846153846154,0.625,0.08239598352063762,0.6666666666666666,0.49357259618514043,0.8130203620096801,0.6435725958979952,0.1500000007,0.21304295855093894,64,64,012,MLComputing__012__decision-tree-based-diabetes-prediction,Bad,MLComputing,Decision Tree Based Diabetes Prediction,agg_softmin,Propagation aggregate = softmin
0.4644205515807196,0.6503376831501831,0.9641799812030075,0.7916666666666666,0.10178803158980063,0.7916666666666666,0.557756018731223,0.8303271650607263,0.7077560183157109,0.5720395049954873,0.07128924064294469,64,64,013,MLComputing__013__classification-and-prediction-of-diabetes-disease-using-decision-trees,Bad,MLComputing,Classification and Prediction of Diabetes Disease using Decision Trees,agg_softmin,Propagation aggregate = softmin
0.2867212733130256,0.49709417420814483,0.584466725708502,0.5416666666666666,0.043456210778237685,0.5833333333333334,0.3895487695010738,0.859573033193702,0.5395487694219763,0.1500000007,0.3063756925096747,64,64,014,MLComputing__014__cuszp-an-ultra-fast-gpu-error-bounded-lossy-compression-framework-with-optimized,Good,MLComputing,cuSZp: An Ultra-fast GPU Error-bounded Lossy Compression Framework with Optimized End-to-End Performance,agg_softmin,Propagation aggregate = softmin
0.3290721651580874,0.5193337203302374,0.625,0.5833333333333334,0.04094650699797582,0.4583333333333333,0.3955428286557181,0.8332743609475384,0.5455428285646324,0.1500000007,0.30793813418808297,64,64,015,MLComputing__015__cuszp2-a-gpu-lossy-compressor-with-extreme-throughput-and-optimized-compression-,Good,MLComputing,cuSZp2: A GPU Lossy Compressor with Extreme Throughput and Optimized Compression Ratio,agg_softmin,Propagation aggregate = softmin
0.23849008086739215,0.4161764705882353,0.4879032258064516,0.5,0.0449511508294998,0.4583333333333333,0.32446428782012704,0.8424015370662972,0.47446428787119843,0.1500000007,0.3257907546875077,64,64,016,MLComputing__016__gpu-lossy-compression-for-hpc-can-be-versatile-and-ultra-fast,Good,MLComputing,GPU Lossy Compression for HPC Can Be Versatile and Ultra-fast,agg_softmin,Propagation aggregate = softmin
0.17610163388637154,0.30357142857142855,0.375,0.3333333333333333,0.01606918932162135,0.16666666666666666,0.21334122054954013,0.8177458184993963,0.3633412208228577,0.1500000007,0.2823612228315915,64,64,017,MLComputing__017__versatile-datapath-soft-error-detection-on-the-cheap-for-hpc-applications,Good,MLComputing,Versatile Datapath Soft Error Detection on the Cheap for HPC Applications,agg_softmin,Propagation aggregate = softmin
0.47238644264292856,0.6726190476190476,0.9897959183673469,0.9047619047619048,0.08894935448324974,0.9047619047619048,0.5980790374202174,0.8477792624118233,0.7480790369240593,0.6225999174361144,0.06965300908356686,56,56,018,MLComputing__018__demystifying-and-mitigating-cross-layer-deficiencies-of-soft-error-protection-in,Good,MLComputing,Demystifying and Mitigating Cross-Layer Deficiencies of Soft Error Protection in Instruction Duplication,agg_softmin,Propagation aggregate = softmin
0.4222501712844966,0.5274553571428572,0.75,0.7083333333333334,0.11993211245047221,0.4583333333333333,0.4340198985726009,0.7837702858729623,0.584019898404561,0.1500000007,0.22761032470175244,64,64,019,MLComputing__019__mitigating-silent-data-corruptions-in-hpc-applications-across-multiple-program-i,Good,MLComputing,Mitigating Silent Data Corruptions in HPC Applications across Multiple Program Inputs,agg_softmin,Propagation aggregate = softmin
0.29147675479165136,0.39412202380952377,0.5651785714285714,0.5,0.06394178439634805,0.375,0.3245762841336987,0.7572525361345984,0.4745762841845461,0.1500000007,0.25804485042477093,64,64,020,MLComputing__020__deploying-lightweight-input-aware-selective-instruction-duplication-in-hpc-appli,Good,MLComputing,Deploying Lightweight Input-Aware Selective Instruction Duplication in HPC Applications,agg_softmin,Propagation aggregate = softmin
0.33231240463749695,0.5898513251454428,0.6964285714285714,0.6666666666666667,0.055952456358177784,0.5238095238095238,0.43702901637296065,0.8659505211472703,0.5870290161989026,0.1500000007,0.28640674997893795,56,56,021,MLComputing__021__druto-upper-bounding-silent-data-corruption-vulnerability-in-gpu-applications,Good,MLComputing,DRUTO: Upper-Bounding Silent Data Corruption Vulnerability in GPU Applications,agg_softmin,Propagation aggregate = softmin
0.3064967149643525,0.5354166666666667,0.5972727272727273,0.5416666666666666,0.044851816802546775,0.5416666666666666,0.3988945122813122,0.8719211587413029,0.5488945121835231,0.1500000007,0.3106867439366594,64,64,022,MLComputing__022__modeling-soft-error-propagation-in-programs,Good,MLComputing,Modeling Soft-Error Propagation in Programs,agg_softmin,Propagation aggregate = softmin
