component__best_path,component__bridge_coverage,component__coherence,component__coverage,component__fragility,component__redundancy,component__score_raw,dag_path,edge__alignment_mean,edge__edge_conf_mean,edge__edge_conf_raw_mean,edge__n_edges,edge__role_prior_mean,edge__synergy_mean,edge__trust_parent_mean,error_message,error_stage,graph_score,k,m,n_conclusion,n_edges,n_hypothesis,n_nodes,node_scores_path,paper_id,paper_key,rating,sheet,study_id,study_short_name,success,title,variant_id,variant_kind,variant_name
0.0,0.0,0.0,0.0,0.0,0.0,0.0,dag/dag_k001.json,0.125,0.5295723669352905,0.5525000000000001,1.0,0.5,0.55,0.5,,,0.1500000007,1,2,0,1,1,2,node_scores/dag_k001/node_scores_m002.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,2,node_role_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_claim,drop_role_nodes,Drop all Claim nodes
0.0,0.0,0.0,0.0,0.0,0.0,0.0,dag/dag_k001.json,0.125,0.4766950054102283,0.49733333333333335,1.0,0.5,0.48916666666666664,0.5,,,0.1500000007,1,3,0,1,1,2,node_scores/dag_k001/node_scores_m003.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,2,node_role_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_claim,drop_role_nodes,Drop all Claim nodes
0.0,0.0,0.0,0.0,0.0,0.0,0.0,dag/dag_k001.json,0.125,0.4920310377558657,0.5133333333333334,1.0,0.5,0.47916666666666663,0.5,,,0.1500000007,1,4,0,1,1,2,node_scores/dag_k001/node_scores_m004.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,2,node_role_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_claim,drop_role_nodes,Drop all Claim nodes
0.0,0.0,0.0,0.0,0.0,0.0,0.0,dag/dag_k001.json,0.125,0.47845225911649925,0.4991666666666667,1.0,0.5,0.4833333333333333,0.5,,,0.1500000007,1,5,0,1,1,2,node_scores/dag_k001/node_scores_m005.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,2,node_role_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_claim,drop_role_nodes,Drop all Claim nodes
0.0,0.0,0.0,0.0,0.0,0.0,0.0,dag/dag_k001.json,0.125,0.5183898433499299,0.5408333333333334,1.0,0.5,0.5416666666666667,0.5,,,0.1500000007,1,6,0,1,1,2,node_scores/dag_k001/node_scores_m006.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,2,node_role_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_claim,drop_role_nodes,Drop all Claim nodes
0.0,0.0,0.0,0.0,0.0,0.0,0.0,dag/dag_k001.json,0.125,0.49842105123321456,0.52,1.0,0.5,0.5125,0.5,,,0.1500000007,1,7,0,1,1,2,node_scores/dag_k001/node_scores_m007.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,2,node_role_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_claim,drop_role_nodes,Drop all Claim nodes
0.0,0.0,0.0,0.0,0.0,0.0,0.0,dag/dag_k002.json,nan,nan,nan,0.0,nan,nan,nan,,,0.1500000007,2,0,0,0,1,1,node_scores/dag_k002/node_scores_m000.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,2,node_role_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_claim,drop_role_nodes,Drop all Claim nodes
0.0,0.0,0.0,0.0,0.0,0.0,0.0,dag/dag_k002.json,nan,nan,nan,0.0,nan,nan,nan,,,0.1500000007,2,1,0,0,1,1,node_scores/dag_k002/node_scores_m001.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,2,node_role_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_claim,drop_role_nodes,Drop all Claim nodes
0.0,0.0,0.0,0.0,0.0,0.0,0.0,dag/dag_k002.json,nan,nan,nan,0.0,nan,nan,nan,,,0.1500000007,2,2,0,0,1,1,node_scores/dag_k002/node_scores_m002.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,2,node_role_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_claim,drop_role_nodes,Drop all Claim nodes
0.0,0.0,0.0,0.0,0.0,0.0,0.0,dag/dag_k002.json,nan,nan,nan,0.0,nan,nan,nan,,,0.1500000007,2,3,0,0,1,1,node_scores/dag_k002/node_scores_m003.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,2,node_role_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_claim,drop_role_nodes,Drop all Claim nodes
0.0,0.0,0.0,0.0,0.0,0.0,0.0,dag/dag_k002.json,nan,nan,nan,0.0,nan,nan,nan,,,0.1500000007,2,4,0,0,1,1,node_scores/dag_k002/node_scores_m004.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,2,node_role_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_claim,drop_role_nodes,Drop all Claim nodes
0.0,0.0,0.0,0.0,0.0,0.0,0.0,dag/dag_k002.json,nan,nan,nan,0.0,nan,nan,nan,,,0.1500000007,2,5,0,0,1,1,node_scores/dag_k002/node_scores_m005.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,2,node_role_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_claim,drop_role_nodes,Drop all Claim nodes
0.0,0.0,0.0,0.0,0.0,0.0,0.0,dag/dag_k002.json,nan,nan,nan,0.0,nan,nan,nan,,,0.1500000007,2,6,0,0,1,1,node_scores/dag_k002/node_scores_m006.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,2,node_role_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_claim,drop_role_nodes,Drop all Claim nodes
0.0,0.0,0.0,0.0,0.0,0.0,0.0,dag/dag_k002.json,nan,nan,nan,0.0,nan,nan,nan,,,0.1500000007,2,7,0,0,1,1,node_scores/dag_k002/node_scores_m007.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,2,node_role_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_claim,drop_role_nodes,Drop all Claim nodes
0.3930242923242669,0.8,0.75,0.3333333333333333,0.2858283986138755,0.6666666666666666,0.4637151466223187,dag/dag_k003.json,0.08446356275303643,0.43155073273681194,0.4574130229419703,5.0,0.55,0.4638333333333334,0.32618754178125,,,0.6137151463948883,3,0,2,5,1,5,node_scores/dag_k003/node_scores_m000.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,2,node_role_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_claim,drop_role_nodes,Drop all Claim nodes
0.37991651447325203,0.8,0.75,0.3333333333333333,0.2834321435598697,0.6666666666666666,0.46079764041766585,dag/dag_k003.json,0.08446356275303643,0.4064952717127717,0.4311130229419703,5.0,0.55,0.42733333333333334,0.32120609272,,,0.6107976401960705,3,1,2,5,1,5,node_scores/dag_k003/node_scores_m001.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,2,node_role_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_claim,drop_role_nodes,Drop all Claim nodes
0.3743875819396669,0.8,0.75,0.3333333333333333,0.2828730173806016,0.6666666666666666,0.4594992762111598,dag/dag_k003.json,0.08446356275303643,0.43253921308768933,0.45811302294197026,5.0,0.55,0.4653333333333333,0.330861879895,,,0.6094992759921612,3,2,2,5,1,5,node_scores/dag_k003/node_scores_m002.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,2,node_role_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_claim,drop_role_nodes,Drop all Claim nodes
0.4129606343815563,0.8,0.75,0.3333333333333333,0.28348006866094977,0.6666666666666666,0.46905148162957994,dag/dag_k003.json,0.08446356275303643,0.43450265582780545,0.46097302294197035,5.0,0.55,0.4460333333333333,0.317619316172125,,,0.6190514813914769,3,3,2,5,1,5,node_scores/dag_k003/node_scores_m003.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,2,node_role_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_claim,drop_role_nodes,Drop all Claim nodes
0.420101258655801,0.8,0.75,0.3333333333333333,0.27648300390325276,0.6666666666666666,0.47188619741179566,dag/dag_k003.json,0.08446356275303643,0.4499814083805185,0.4770130229419703,5.0,0.55,0.48183333333333334,0.32790560950000003,,,0.6218861971680232,3,4,2,5,1,5,node_scores/dag_k003/node_scores_m004.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,2,node_role_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_claim,drop_role_nodes,Drop all Claim nodes
0.3524579960053587,0.8,0.75,0.3333333333333333,0.28379158181797054,0.6666666666666666,0.45387909506197743,dag/dag_k003.json,0.08446356275303643,0.420554459346846,0.4452463562753037,5.0,0.55,0.429,0.32735338451999996,,,0.6038790948542192,3,5,2,5,1,5,node_scores/dag_k003/node_scores_m005.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,2,node_role_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_claim,drop_role_nodes,Drop all Claim nodes
0.3866704632075585,0.8,0.75,0.3333333333333333,0.2828570423469082,0.6666666666666666,0.4625723927831867,dag/dag_k003.json,0.08446356275303643,0.43665428207121754,0.4626330229419703,5.0,0.55,0.42973333333333336,0.3275919980502,,,0.6125723925580419,3,6,2,5,1,5,node_scores/dag_k003/node_scores_m006.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,2,node_role_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_claim,drop_role_nodes,Drop all Claim nodes
0.39195231017528853,0.8,0.75,0.3333333333333333,0.27428643677041403,0.6666666666666666,0.46517844536159336,dag/dag_k003.json,0.08446356275303643,0.44575562509825034,0.47207968960863694,5.0,0.55,0.49716666666666665,0.3296203631325,,,0.6151784451312364,3,7,2,5,1,5,node_scores/dag_k003/node_scores_m007.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,2,node_role_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_claim,drop_role_nodes,Drop all Claim nodes
0.38045683814601283,0.6666666666666666,0.0,0.0,0.6195431618539872,0.3333333333333333,0.2188494019250718,dag/dag_k004.json,0.17086834733893558,0.4288531355980938,0.44742016806722695,2.0,0.375,0.4866666666666667,0.5,,,0.36884940218737294,4,0,1,2,1,3,node_scores/dag_k004/node_scores_m000.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,2,node_role_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_claim,drop_role_nodes,Drop all Claim nodes
0.4061766423923421,0.6666666666666666,0.0,0.0,0.5938233576076579,0.3333333333333333,0.2291373236236035,dag/dag_k004.json,0.17086834733893558,0.4444287934491317,0.4636701680672269,2.0,0.375,0.4979166666666667,0.5,,,0.3791373238653289,4,1,1,2,1,3,node_scores/dag_k004/node_scores_m001.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,2,node_role_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_claim,drop_role_nodes,Drop all Claim nodes
0.3903613590359037,0.6666666666666666,0.0,0.0,0.6096386409640964,0.3333333333333333,0.22281121028102813,dag/dag_k004.json,0.17086834733893558,0.40896421864984533,0.4266701680672269,2.0,0.375,0.4354166666666667,0.5,,,0.3728112105354057,4,2,1,2,1,3,node_scores/dag_k004/node_scores_m002.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,2,node_role_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_claim,drop_role_nodes,Drop all Claim nodes
0.41199155465672965,0.6666666666666666,0.0,0.0,0.5880084453432703,0.3333333333333333,0.23146328852935855,dag/dag_k004.json,0.17086834733893558,0.42696808162227584,0.4454535014005602,2.0,0.375,0.43833333333333335,0.5,,,0.38146328876643193,4,3,1,2,1,3,node_scores/dag_k004/node_scores_m003.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,2,node_role_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_claim,drop_role_nodes,Drop all Claim nodes
0.3778369326202997,0.6666666666666666,0.0,0.0,0.6221630673797003,0.3333333333333333,0.21780143971478655,dag/dag_k004.json,0.17086834733893558,0.4202745425047528,0.43847016806722683,2.0,0.375,0.43041666666666667,0.5,,,0.36780143997918363,4,4,1,2,1,3,node_scores/dag_k004/node_scores_m004.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,2,node_role_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_claim,drop_role_nodes,Drop all Claim nodes
0.3683477626064366,0.6666666666666666,0.0,0.0,0.6316522373935634,0.3333333333333333,0.2140057717092413,dag/dag_k004.json,0.17086834733893558,0.42631310524084753,0.4447701680672269,2.0,0.375,0.48541666666666666,0.5,,,0.3640057719812298,4,5,1,2,1,3,node_scores/dag_k004/node_scores_m005.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,2,node_role_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_claim,drop_role_nodes,Drop all Claim nodes
0.36528055613730914,0.6666666666666666,0.0,0.0,0.6347194438626909,0.3333333333333333,0.21277888912159032,dag/dag_k004.json,0.17086834733893558,0.4219838711099437,0.4402535014005602,2.0,0.375,0.4583333333333333,0.5,,,0.36277888939603253,4,6,1,2,1,3,node_scores/dag_k004/node_scores_m006.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,2,node_role_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_claim,drop_role_nodes,Drop all Claim nodes
0.4029816356536676,0.6666666666666666,0.0,0.0,0.5970183643463324,0.3333333333333333,0.2278593209281337,dag/dag_k004.json,0.17086834733893558,0.444828169291466,0.46408683473389356,2.0,0.375,0.46249999999999997,0.5,,,0.37785932117241505,4,7,1,2,1,3,node_scores/dag_k004/node_scores_m007.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,2,node_role_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_claim,drop_role_nodes,Drop all Claim nodes
0.0,0.0,0.0,0.0,0.0,0.0,0.0,dag/dag_k005.json,nan,nan,nan,0.0,nan,nan,nan,,,0.1500000007,5,0,0,0,1,1,node_scores/dag_k005/node_scores_m000.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,2,node_role_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_claim,drop_role_nodes,Drop all Claim nodes
0.0,0.0,0.0,0.0,0.0,0.0,0.0,dag/dag_k005.json,nan,nan,nan,0.0,nan,nan,nan,,,0.1500000007,5,1,0,0,1,1,node_scores/dag_k005/node_scores_m001.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,2,node_role_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_claim,drop_role_nodes,Drop all Claim nodes
0.0,0.0,0.0,0.0,0.0,0.0,0.0,dag/dag_k005.json,nan,nan,nan,0.0,nan,nan,nan,,,0.1500000007,5,2,0,0,1,1,node_scores/dag_k005/node_scores_m002.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,2,node_role_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_claim,drop_role_nodes,Drop all Claim nodes
0.0,0.0,0.0,0.0,0.0,0.0,0.0,dag/dag_k005.json,nan,nan,nan,0.0,nan,nan,nan,,,0.1500000007,5,3,0,0,1,1,node_scores/dag_k005/node_scores_m003.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,2,node_role_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_claim,drop_role_nodes,Drop all Claim nodes
0.0,0.0,0.0,0.0,0.0,0.0,0.0,dag/dag_k005.json,nan,nan,nan,0.0,nan,nan,nan,,,0.1500000007,5,4,0,0,1,1,node_scores/dag_k005/node_scores_m004.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,2,node_role_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_claim,drop_role_nodes,Drop all Claim nodes
0.0,0.0,0.0,0.0,0.0,0.0,0.0,dag/dag_k005.json,nan,nan,nan,0.0,nan,nan,nan,,,0.1500000007,5,5,0,0,1,1,node_scores/dag_k005/node_scores_m005.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,2,node_role_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_claim,drop_role_nodes,Drop all Claim nodes
0.0,0.0,0.0,0.0,0.0,0.0,0.0,dag/dag_k005.json,nan,nan,nan,0.0,nan,nan,nan,,,0.1500000007,5,6,0,0,1,1,node_scores/dag_k005/node_scores_m006.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,2,node_role_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_claim,drop_role_nodes,Drop all Claim nodes
0.0,0.0,0.0,0.0,0.0,0.0,0.0,dag/dag_k005.json,nan,nan,nan,0.0,nan,nan,nan,,,0.1500000007,5,7,0,0,1,1,node_scores/dag_k005/node_scores_m007.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,2,node_role_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_claim,drop_role_nodes,Drop all Claim nodes
0.3867555657165425,0.5,0.0,0.0,0.6132444342834575,0.3333333333333333,0.17970222628661697,dag/dag_k006.json,0.10800159984942594,0.40171119719540993,0.4227584933182759,4.0,0.4375,0.4560416666666667,0.398035,,,0.3297022266272125,6,0,1,4,1,4,node_scores/dag_k006/node_scores_m000.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,2,node_role_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_claim,drop_role_nodes,Drop all Claim nodes
0.3950625832370961,0.5,0.0,0.0,0.6049374167629039,0.3333333333333333,0.18302503329483844,dag/dag_k006.json,0.10800159984942594,0.42510931133115254,0.4473751599849426,4.0,0.4375,0.483125,0.40283870714285713,,,0.3330250336287884,6,1,1,4,1,4,node_scores/dag_k006/node_scores_m001.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,2,node_role_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_claim,drop_role_nodes,Drop all Claim nodes
0.38004605156532617,0.5,0.0,0.0,0.6199539484346739,0.3333333333333333,0.17701842062613043,dag/dag_k006.json,0.10800159984942594,0.4290611488101933,0.4516751599849426,4.0,0.4375,0.453125,0.4018957142857143,,,0.32701842097209355,6,2,1,4,1,4,node_scores/dag_k006/node_scores_m002.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,2,node_role_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_claim,drop_role_nodes,Drop all Claim nodes
0.402570849072981,0.5,0.0,0.0,0.597429150927019,0.3333333333333333,0.1860283396291924,dag/dag_k006.json,0.10800159984942594,0.4410419498455312,0.46446682665160927,4.0,0.4375,0.48958333333333337,0.3977725,,,0.33602833995713577,6,3,1,4,1,4,node_scores/dag_k006/node_scores_m003.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,2,node_role_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_claim,drop_role_nodes,Drop all Claim nodes
0.37589254280504936,0.5,0.0,0.0,0.6241074571949506,0.3333333333333333,0.17535701712201976,dag/dag_k006.json,0.10800159984942594,0.42268650504614946,0.44484182665160926,4.0,0.4375,0.47395833333333337,0.4040123214285714,,,0.32535701747130574,6,4,1,4,1,4,node_scores/dag_k006/node_scores_m004.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,2,node_role_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_claim,drop_role_nodes,Drop all Claim nodes
0.3774900461743866,0.5,0.0,0.0,0.6225099538256134,0.3333333333333333,0.17599601846975466,dag/dag_k006.json,0.10800159984942594,0.4121883977440223,0.4336751599849426,4.0,0.4375,0.453125,0.40457571428571426,,,0.32599601881776263,6,5,1,4,1,4,node_scores/dag_k006/node_scores_m005.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,2,node_role_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_claim,drop_role_nodes,Drop all Claim nodes
0.38947132144441576,0.5,0.0,0.0,0.6105286785555842,0.3333333333333333,0.18078852857776634,dag/dag_k006.json,0.10800159984942594,0.41069799179478716,0.4323001599849426,4.0,0.4375,0.45625,0.3977725,,,0.33078852891618926,6,6,1,4,1,4,node_scores/dag_k006/node_scores_m006.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,2,node_role_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_claim,drop_role_nodes,Drop all Claim nodes
0.36311251585035154,0.5,0.0,0.0,0.6368874841496485,0.3333333333333333,0.17024500634014061,dag/dag_k006.json,0.10800159984942594,0.4162664368511805,0.43834182665160926,4.0,0.4375,0.4614583333333333,0.397685,,,0.3202450066996506,6,7,1,4,1,4,node_scores/dag_k006/node_scores_m007.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,2,node_role_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_claim,drop_role_nodes,Drop all Claim nodes
0.0,0.0,0.0,0.0,0.0,0.0,0.0,dag/dag_k007.json,nan,nan,nan,0.0,nan,nan,nan,,,0.1500000007,7,0,0,0,1,1,node_scores/dag_k007/node_scores_m000.json,000,Economics__000__co-integration-and-error-correction-representation-estimation-and-testing,Good,Economics,2,node_role_ablation,1,"Co-Integration and Error Correction: Representation, Estimation, and Testing",drop_role_claim,drop_role_nodes,Drop all Claim nodes
