paper_id,sheet,title,rating,pdf_path,status,mean,stdev,min,max,n,first_failure_stage,first_failure_message
018,Economics,The Cost-Benefit Fallacy: Why Cost-Benefit Analysis Is Broken and How to Fix It,Neutral,data/pdfs/Economics/018__the-cost-benefit-fallacy-why-cost-benefit-analysis-is-broken-and-how-to-fix-it.pdf,ok,0.6836107664586242,0.06486256000778194,0.5484867164397824,0.7610745768204349,64,,
019,Economics,Why Your IT Project May Be Riskier than You Think New research shows surprisingly high numbers of out-of-control tech projects — ones that can sink entire companies and careers.,Neutral,data/pdfs/Economics/019__why-your-it-project-may-be-riskier-than-you-think-new-research-shows-surprisingl.pdf,ok,0.44626510244553086,0.2418006306177857,0.10914706809924771,0.723894095364559,48,dag_validation_failed,Node 8: unknown role 'Recommendation'; Node 9: unknown role 'Recommendation'; Node 10: unknown role 'Recommendation'
020,Economics,‘Ergodicity Economics’ is Pseudoscience,Bad,data/pdfs/Economics/020__ergodicity-economics-is-pseudoscience.pdf,ok,0.650839201597209,0.1118497700159858,0.501867919080131,0.8021333524525446,64,,
021,Economics,What are we weighting for? A mechanistic model for probability weighting,Bad,data/pdfs/Economics/021__what-are-we-weighting-for-a-mechanistic-model-for-probability-weighting.pdf,ok,0.6470296958934904,0.07070271947695965,0.4730054269683821,0.7161171342023825,64,,
022,Economics,"Commentary on ""Addressing the Malaise in neoclassical economics: A call for partial Models""",Bad,data/pdfs/Economics/022__commentary-on-addressing-the-malaise-in-neoclassical-economics-a-call-for-partia.pdf,ok,0.48138801116955793,0.22340862960204047,0.09677627613542478,0.7378424557981165,48,dag_validation_failed,Node 15: unknown role 'Recommendation'
023,Economics,Switching Economics for Physics and the Carbon Price Inflation: Problems in Integrated Assessment Models and their Implications,Neutral,data/pdfs/Economics/023__switching-economics-for-physics-and-the-carbon-price-inflation-problems-in-integ.pdf,ok,0.6743042759723421,0.06770113841423758,0.5507413385301527,0.7942013121498324,64,,
024,Economics,The Two Growth Rates of the Economy,Bad,data/pdfs/Economics/024__the-two-growth-rates-of-the-economy.pdf,ok,0.6349559789436329,0.1018401276484761,0.4274569000342293,0.7593407363456616,64,,
025,Economics,Land Bubbles Despite Non-Vanishing Rents,Bad,data/pdfs/Economics/025__land-bubbles-despite-non-vanishing-rents.pdf,ok,0.6689063132630673,0.059695421517262294,0.5595317071774462,0.7661940271204243,64,,
026,Economics,Quantum propensity in economics,Bad,data/pdfs/Economics/026__quantum-propensity-in-economics.pdf,ok,0.6440644994227388,0.08615429895348722,0.4992563666866478,0.7488599084357734,64,,
027,Economics,Switching Economics for Physics and the Carbon Price Inflation: Problems in Integrated Assessment Models and their Implications,Bad,data/pdfs/Economics/027__switching-economics-for-physics-and-the-carbon-price-inflation-problems-in-integ.pdf,ok,0.7280912692492307,0.05634038353110787,0.6445074878798234,0.8339225279860013,64,,
028,Economics,Economists’ Erroneous Estimates of Damages from Climate Change,Bad,data/pdfs/Economics/028__economists-erroneous-estimates-of-damages-from-climate-change.pdf,ok,0.6732401466856601,0.09824160581946849,0.46468451599277527,0.8143730397282964,64,,
029,Economics,INFINITE GROWTH:  A CURSE OR A BLESSING?,Bad,data/pdfs/Economics/029__infinite-growth-a-curse-or-a-blessing.pdf,ok,0.41419775195179026,0.2011348936912516,0.0,0.6586633504028732,64,,
030,Economics,The Skill Content of Recent Technological Change: An Empirical Exploration,Good,data/pdfs/Economics/030__the-skill-content-of-recent-technological-change-an-empirical-exploration.pdf,ok,0.6742737308738813,0.09798224357406113,0.5216268264577375,0.8072664243883668,64,,
031,Economics,Where is the Land of Opportunity? The Geography of Intergenerational Mobility in the United States,Good,data/pdfs/Economics/031__where-is-the-land-of-opportunity-the-geography-of-intergenerational-mobility-in-.pdf,ok,0.646156715375834,0.09936235143767894,0.4816208289105841,0.7716284889558118,56,dag_validation_failed,Node 11: unknown role 'Claim/Evidence'
032,Economics,Is the United States Still a Land of Opportunity? Recent Trends in Intergenerational Mobility,Good,data/pdfs/Economics/032__is-the-united-states-still-a-land-of-opportunity-recent-trends-in-intergeneratio.pdf,ok,0.7296789387035039,0.04871583047981039,0.609569526174862,0.7742539583902442,64,,
033,Economics,The Fading American Dream: Trends in Absolute Income Mobility Since 1940,Good,data/pdfs/Economics/033__the-fading-american-dream-trends-in-absolute-income-mobility-since-1940.pdf,ok,0.553169201392369,0.24036338809687982,0.0,0.7549855338431117,64,,
034,Economics,Race and Economic Opportunity in the United States: An Intergenerational Perspective,Good,data/pdfs/Economics/034__race-and-economic-opportunity-in-the-united-states-an-intergenerational-perspect.pdf,ok,0.7143318041652194,0.04567653789298822,0.6327026798959118,0.7985444388816223,64,,
035,Economics,Measuring the Impacts of Teachers II: Teacher Value-Added and Student Outcomes in Adulthood,Good,data/pdfs/Economics/035__measuring-the-impacts-of-teachers-ii-teacher-value-added-and-student-outcomes-in.pdf,ok,0.6441308453412098,0.24610280453046698,0.0,0.7598566269274754,64,,
036,Economics,ACTIVE VS. PASSIVE DECISIONS AND CROWDOUT IN RETIREMENT SAVINGS ACCOUNTS: EVIDENCE FROM DENMARK,Good,data/pdfs/Economics/036__active-vs-passive-decisions-and-crowdout-in-retirement-savings-accounts-evidence.pdf,ok,0.6856702204699797,0.08022266206418226,0.5391372741494836,0.8163138328681382,64,,
037,Economics,The China Shock: Learning from Labor-Market Adjustment to Large Changes in Trade,Good,data/pdfs/Economics/037__the-china-shock-learning-from-labor-market-adjustment-to-large-changes-in-trade.pdf,ok,0.6611858751694616,0.20649756567387123,0.12018528165281339,0.8070324967223383,64,,
038,Economics,The Impact of Individual Teachers on Student Achievement: Evidence from Panel Dat,Good,data/pdfs/Economics/038__the-impact-of-individual-teachers-on-student-achievement-evidence-from-panel-dat.pdf,ok,0.6579115691081138,0.09248149736484863,0.5315683301179035,0.8042827320271942,64,,
039,Economics,INCOME SEGREGATION AND INTERGENERATIONAL MOBILITY ACROSS COLLEGES IN THE UNITED STATES,Good,data/pdfs/Economics/039__income-segregation-and-intergenerational-mobility-across-colleges-in-the-united-.pdf,ok,0.5159406050172032,0.3047764672873645,0.0,0.8026367945189279,64,,
040,Economics,The Economic Consequences of Increasing Sleep Among the Urban Poor,Good,data/pdfs/Economics/040__the-economic-consequences-of-increasing-sleep-among-the-urban-poor.pdf,ok,0.7095872973965175,0.04508420749482467,0.627541705559454,0.7891588059424663,64,,
041,Economics,The Effect of Evaluation on Teacher Performance,Good,data/pdfs/Economics/041__the-effect-of-evaluation-on-teacher-performance.pdf,ok,0.6921955804769457,0.0771004674618463,0.5634421623569371,0.7786959894324962,56,dag_validation_failed,Self-loop edge '6 -> 6' not allowed
042,Economics,Good Jobs versus Bad Jobs,Good,data/pdfs/Economics/042__growth-in-a-time-of-debt.pdf,ok,0.648672935420647,0.12303041350042489,0.3620170685328358,0.7680230286820307,64,,
043,Economics,Growth in a Time of Debt,Bad,data/pdfs/Economics/043__the-time-interpretation-of-expected-utility-theory.pdf,ok,0.5131597391730001,0.1279313399387586,0.33289254204984475,0.7457662257425721,56,dag_validation_failed,Node 8: unknown role 'Example'; Node 9: unknown role 'Example'; Node 10: unknown role 'Example'; Node 11: unknown role 'Example'
044,Economics,Economic Growth in a Cross Section of Countries,Bad,data/pdfs/Economics/044__economic-growth-in-a-cross-section-of-countries.pdf,ok,0.5612326549878693,0.33136406415883524,0.0,0.8332398242784665,64,,
045,Economics,What are we weighting for? A mechanistic model for probability weighting,Bad,data/pdfs/Economics/045__monetary-economics-from-econophysics-perspective.pdf,ok,0.6346139503951731,0.14576760752893014,0.31775111171815656,0.7648899318206274,64,,
046,Economics,Africa’s Growth Tragedy: Policies and Ethnic Divisions,Bad,data/pdfs/Economics/046__ergodicity-economics-is-pseudoscience.pdf,ok,0.5988492121001395,0.13150575252246224,0.4105986911071026,0.7370268421830626,64,,
047,Economics,Ergodicity Economics' is Pseudoscience,Bad,data/pdfs/Economics/047__quantum-propensity-in-economics.pdf,ok,0.5172320494835545,0.3051161549628856,0.0,0.7583456363232653,64,,
048,Economics,Quantum propensity in economics,Bad,data/pdfs/Economics/048__economists-erroneous-estimates-of-damages-from-climate-change.pdf,ok,0.5647040879352311,0.19547722759979974,0.10139112436649311,0.7458352274453766,64,,
000,MLComputing,Prediction of Heart Disease Using KNN Algorithm,Bad,data/pdfs/MLComputing/000__prediction-of-heart-disease-using-knn-algorithm.pdf,ok,0.6579347872113801,0.061703173931629336,0.5651486293210246,0.7550183207677782,64,,
001,MLComputing,Spam Detection Using Naïve Bayes Classifier,Bad,data/pdfs/MLComputing/001__spam-detection-using-nave-bayes-classifier.pdf,ok,0.5287185723245157,0.1731407452009038,0.12301925574782835,0.6960550704293756,64,,
002,MLComputing,Face recognition using principal component analysis method,Bad,data/pdfs/MLComputing/002__face-recognition-using-principal-component-analysis-method.pdf,ok,0.5695212281380235,0.08359592422158338,0.41943881299239977,0.6867967857114661,64,,
003,MLComputing,Stock Market Prediction using Machine Learning: A Systematic Literature Review,Bad,data/pdfs/MLComputing/003__stock-market-prediction-using-machine-learning-a-systematic-literature-review.pdf,ok,0.443765808813082,0.2086833883478422,0.11211990329736964,0.7705846146623485,64,,
004,MLComputing,Handwritten digit Recognition using Support Vector Machine,Bad,data/pdfs/MLComputing/004__handwritten-digit-recognition-using-support-vector-machine.pdf,ok,0.5905322701743951,0.10239426401992269,0.360931457997722,0.6871528780017206,64,,
005,MLComputing,E- Nursery Retail Project Using Clustering Algorithm & Visual Data Representation,Bad,data/pdfs/MLComputing/005__e-nursery-retail-project-using-clustering-algorithm-visual-data-representation.pdf,ok,0.6769766169438859,0.11584091895926171,0.42166411849637164,0.8033042631957574,56,dag_validation_failed,Node 2: child '15' does not exist
006,MLComputing,IoT Based Smart Home Automation Systems: Enhancing Energy Efficiency and Security,Bad,data/pdfs/MLComputing/006__iot-based-smart-home-automation-systems-enhancing-energy-efficiency-and-security.pdf,ok,0.29840351762791006,0.1673671949703318,0.11091635927894217,0.5169000900712237,48,dag_validation_failed,Node 14: unknown role 'Recommendation'
007,MLComputing,IoT Based Smart Security and Smart Home Automation,Bad,data/pdfs/MLComputing/007__iot-based-smart-security-and-smart-home-automation.pdf,ok,0.5065079803033082,0.1993089878061872,0.11146479267196081,0.7330294382031446,64,,
008,MLComputing,IoT Based Home Automation System,Bad,data/pdfs/MLComputing/008__iot-based-home-automation-system.pdf,ok,0.4692433574085268,0.28440552362012594,0.0,0.7639675046520882,64,,
009,MLComputing,A Review on Internet of Thing for Home Automation,Bad,data/pdfs/MLComputing/009__a-review-on-internet-of-thing-for-home-automation.pdf,ok,0.2547394157094108,0.23805090232579418,0.0,0.595956407640695,64,,
010,MLComputing,Sentiment Analysis Using Lexicon-Based Approaches,Bad,data/pdfs/MLComputing/010__sentiment-analysis-using-lexicon-based-approaches.pdf,ok,0.6446872639192774,0.25055213880620764,0.0,0.8011779515204158,64,,
011,MLComputing,A Comparison of Lexicon-Based and ML-Based Sentiment Analysis,Bad,data/pdfs/MLComputing/011__a-comparison-of-lexicon-based-and-ml-based-sentiment-analysis.pdf,ok,0.6600798026301907,0.08214657558190504,0.5236362143350104,0.7563107821280677,64,,
012,MLComputing,Decision Tree Based Diabetes Prediction,Bad,data/pdfs/MLComputing/012__decision-tree-based-diabetes-prediction.pdf,ok,0.5269227048168538,0.24980203589557898,0.0,0.7272439628816215,64,,
013,MLComputing,Classification and Prediction of Diabetes Disease using Decision Trees,Bad,data/pdfs/MLComputing/013__classification-and-prediction-of-diabetes-disease-using-decision-trees.pdf,ok,0.6012013183965129,0.08530740351093333,0.4344935723086254,0.752838330619931,64,,
014,MLComputing,cuSZp: An Ultra-fast GPU Error-bounded Lossy Compression Framework with Optimized End-to-End Performance,Good,data/pdfs/MLComputing/014__cuszp-an-ultra-fast-gpu-error-bounded-lossy-compression-framework-with-optimized.pdf,ok,0.43112506430558684,0.3417134382273288,0.0,0.7752176643983425,64,,
015,MLComputing,cuSZp2: A GPU Lossy Compressor with Extreme Throughput and Optimized Compression Ratio,Good,data/pdfs/MLComputing/015__cuszp2-a-gpu-lossy-compressor-with-extreme-throughput-and-optimized-compression-.pdf,ok,0.4447038653351886,0.3501673666595425,0.0,0.7777043170032963,64,,
016,MLComputing,GPU Lossy Compression for HPC Can Be Versatile and Ultra-fast,Good,data/pdfs/MLComputing/016__gpu-lossy-compression-for-hpc-can-be-versatile-and-ultra-fast.pdf,ok,0.36364128215281777,0.3677222987756682,0.0,0.777432980444516,64,,
017,MLComputing,Versatile Datapath Soft Error Detection on the Cheap for HPC Applications,Good,data/pdfs/MLComputing/017__versatile-datapath-soft-error-detection-on-the-cheap-for-hpc-applications.pdf,ok,0.2293521079489982,0.3056578095444795,0.0,0.7463669151451129,64,,
018,MLComputing,Demystifying and Mitigating Cross-Layer Deficiencies of Soft Error Protection in Instruction Duplication,Good,data/pdfs/MLComputing/018__demystifying-and-mitigating-cross-layer-deficiencies-of-soft-error-protection-in.pdf,ok,0.6622452802144048,0.07438416898218207,0.5442235609803031,0.7612238677908992,56,dag_validation_failed,Node 4: unknown role 'Observation'
019,MLComputing,Mitigating Silent Data Corruptions in HPC Applications across Multiple Program Inputs,Good,data/pdfs/MLComputing/019__mitigating-silent-data-corruptions-in-hpc-applications-across-multiple-program-i.pdf,ok,0.47810122995772464,0.24972818698572655,0.0,0.6841726907829356,64,,
020,MLComputing,Deploying Lightweight Input-Aware Selective Instruction Duplication in HPC Applications,Good,data/pdfs/MLComputing/020__deploying-lightweight-input-aware-selective-instruction-duplication-in-hpc-appli.pdf,ok,0.35026655880983254,0.27936878934367937,0.0,0.6528604327873212,64,,
021,MLComputing,DRUTO: Upper-Bounding Silent Data Corruption Vulnerability in GPU Applications,Good,data/pdfs/MLComputing/021__druto-upper-bounding-silent-data-corruption-vulnerability-in-gpu-applications.pdf,ok,0.4776820137153662,0.31990611727082907,0.0,0.7826674150337106,56,dag_validation_failed,Node 3: unknown role 'Observation'; Node 4: unknown role 'Observation'
022,MLComputing,Modeling Soft-Error Propagation in Programs,Good,data/pdfs/MLComputing/022__modeling-soft-error-propagation-in-programs.pdf,ok,0.43241470478409855,0.340347796073054,0.0,0.7965788478517447,64,,
023,MLComputing,Understanding Error Propagation in Deep-Learning Neural Network (DNN) Accelerators and Applications,Good,data/pdfs/MLComputing/023__understanding-error-propagation-in-deep-learning-neural-network-dnn-accelerators.pdf,ok,0.725532270579385,0.062478683060149275,0.603358816358322,0.809057307902451,64,,
024,MLComputing,BinFI: An Efficient Fault Injector for Safety-Critical Machine Learning Systems,Good,data/pdfs/MLComputing/024__binfi-an-efficient-fault-injector-for-safety-critical-machine-learning-systems.pdf,ok,0.6430614744692578,0.13268834349456324,0.3143025267020933,0.7454764695342148,64,,
025,MLComputing,Towards Trustworthy and Aligned Machine Learning: A Data-centric Survey with Causality Perspectives,Neutral,data/pdfs/MLComputing/025__towards-trustworthy-and-aligned-machine-learning-a-data-centric-survey-with-caus.pdf,ok,0.6078487466453567,0.09174958080029674,0.4754252612422308,0.714706405135979,64,,
026,MLComputing,Holistic Survey of Privacy and Fairness in Machine Learning,Neutral,data/pdfs/MLComputing/026__holistic-survey-of-privacy-and-fairness-in-machine-learning.pdf,ok,0.4758901919450488,0.21954712677952348,0.11113302057476433,0.7514559975178222,56,dag_validation_failed,Node 4: child '5' does not exist; Node 7: parent '5' does not exist; Node 8: parent '5' does not exist; Node 9: parent '5' does not exist; Node 10: parent '5' does not exist; Node 11: parent '5' does not exist; Node 12: parent '5' does not exist
027,MLComputing,"Assuring the Machine Learning Lifecycle: Desiderata, Methods, and Challenges",Neutral,data/pdfs/MLComputing/027__assuring-the-machine-learning-lifecycle-desiderata-methods-and-challenges.pdf,ok,0.5040722038906915,0.1311188584352223,0.31248420575213764,0.7067642505004242,64,,
028,MLComputing,Bias Mitigation for Machine Learning Classifiers: A Comprehensive Survey,Neutral,data/pdfs/MLComputing/028__bias-mitigation-for-machine-learning-classifiers-a-comprehensive-survey.pdf,ok,0.3657924956001434,0.1958780177426989,0.11551604586190137,0.6811493990964187,56,dag_validation_failed,Node 8: unknown role 'Recommendation'
029,MLComputing,Machine Learning Interpretability: A Survey on Methods and Metrics,Neutral,data/pdfs/MLComputing/029__machine-learning-interpretability-a-survey-on-methods-and-metrics.pdf,ok,0.5558968657758643,0.2128036282593233,0.11723959053982949,0.7550067625476775,64,,
030,MLComputing,"Explainable, Trustworthy, and Ethical Machine Learning for Healthcare: A Survey",Neutral,data/pdfs/MLComputing/030__explainable-trustworthy-and-ethical-machine-learning-for-healthcare-a-survey.pdf,ok,0.5141933246371765,0.19861290853760136,0.11427617631997358,0.7223736823860704,64,,
031,MLComputing,Toward Transparent AI: A Survey on Interpreting the Inner Structures of Deep Neural Networks,Neutral,data/pdfs/MLComputing/031__toward-transparent-ai-a-survey-on-interpreting-the-inner-structures-of-deep-neur.pdf,ok,0.33937326927814004,0.19895602622558514,0.11107127791956947,0.6929996356182297,64,,
032,MLComputing,Interpretable Machine Learning: Fundamental Principles and 10 Grand Challenges,Neutral,data/pdfs/MLComputing/032__interpretable-machine-learning-fundamental-principles-and-10-grand-challenges.pdf,ok,0.07808060979270741,0.1236620879975497,0.0,0.37993152048394285,64,,
033,MLComputing,A Survey on Neural Network Interpretability,Neutral,data/pdfs/MLComputing/033__a-survey-on-neural-network-interpretability.pdf,ok,0.2687377560167956,0.21355450263769887,0.0,0.6954097560628558,64,,
034,MLComputing,Interpretable and Explainable Machine Learning Methods for Predictive Process Monitoring,Neutral,data/pdfs/MLComputing/034__interpretable-and-explainable-machine-learning-methods-for-predictive-process-mo.pdf,ok,0.5250701742206095,0.17838882168234313,0.19222758043234844,0.7616482849544413,64,,
035,MLComputing,Machine Learning for Reliability Engineering and Safety Applications: Review,Neutral,data/pdfs/MLComputing/035__machine-learning-for-reliability-engineering-and-safety-applications-review.pdf,ok,0.38996640325066123,0.24125737700033664,0.0,0.682701102230564,64,,
036,MLComputing,A Comparative Study of Machine Learning Algorithms for Credit Card Fraud Detection,Neutral,data/pdfs/MLComputing/036__a-comparative-study-of-machine-learning-algorithms-for-credit-card-fraud-detecti.pdf,ok,0.6432084475592813,0.07737330973925144,0.5127418158639633,0.7610322070118236,56,dag_validation_failed,Node 13: unknown role 'Future Work'
037,MLComputing,An Empirical Evaluation of Generic Convolutional and Recurrent Networks for Sequence Modeling,Neutral,data/pdfs/MLComputing/037__an-empirical-evaluation-of-generic-convolutional-and-recurrent-networks-for-sequ.pdf,ok,0.4977336999527578,0.22556361923368304,0.12150054926466204,0.7318445505919692,64,,
038,MLComputing,Comparison on Feature Selection Methods for TextClassification,Neutral,data/pdfs/MLComputing/038__comparison-on-feature-selection-methods-for-textclassification.pdf,ok,0.6197504073170893,0.09216031350674625,0.4682072967335342,0.7611942122700545,64,,
039,MLComputing,Assessing the Effect of PCA-Based Dimensionality Reduction on Machine Learning Performance in Hyperspectral Optical Imaging,Neutral,data/pdfs/MLComputing/039__assessing-the-effect-of-pca-based-dimensionality-reduction-on-machine-learning-p.pdf,ok,0.6519764398530747,0.06373918630819378,0.5473087607172757,0.7487208146478013,64,,
040,MLComputing,Why Does Bagging Work ? A Bayesian Account and its Implications,Neutral,data/pdfs/MLComputing/040__why-does-bagging-work-a-bayesian-account-and-its-implications.pdf,ok,0.7321362457918394,0.04810181669070153,0.6305465335590604,0.8220930560612615,64,,
041,MLComputing,Using Random Forest to Learn Imbalanced Data,Neutral,data/pdfs/MLComputing/041__using-random-forest-to-learn-imbalanced-data.pdf,ok,0.6077121468437835,0.20096487751854278,0.11510334152259238,0.7658165399250316,64,,
042,MLComputing,Image Processing-based Performance Evaluation of KNN and SVM Classifiers for Lung Cancer Diagnosis,Neutral,data/pdfs/MLComputing/042__image-processing-based-performance-evaluation-of-knn-and-svm-classifiers-for-lun.pdf,ok,0.6831886664216392,0.07797422634574497,0.5593164879075724,0.7891496547968617,64,,
043,MLComputing,A survey on feature selection methods,Neutral,data/pdfs/MLComputing/043__a-survey-on-feature-selection-methods.pdf,ok,0.49748391041328643,0.2141700033882387,0.0,0.7286363267629381,64,,
044,MLComputing,Empirical Comparison of Supervised Learning Algorithms for Classification,Neutral,data/pdfs/MLComputing/044__empirical-comparison-of-supervised-learning-algorithms-for-classification.pdf,ok,0.6102604414947839,0.21339883600443377,0.10078486279720893,0.7844050890029668,56,dag_validation_failed,Node 2: child '14' does not exist
045,MLComputing,Random Forests,Good,data/pdfs/MLComputing/045__random-forests.pdf,ok,0.3328564293938195,0.33776594467207455,0.0,0.7494331316464505,64,,
046,MLComputing,A Few Useful Things to Know About Machine Learning,Good,data/pdfs/MLComputing/046__a-few-useful-things-to-know-about-machine-learning.pdf,ok,0.49247687743546303,0.30258066772940645,0.0,0.7828691246755901,64,,
047,MLComputing,ImageNet Classification with Deep Convolutional Neural Networks,Good,data/pdfs/MLComputing/047__imagenet-classification-with-deep-convolutional-neural-networks.pdf,ok,0.5764842359854242,0.23850091159588208,0.0,0.7823380170565861,64,,
048,MLComputing,Attention Is All You Need,Good,data/pdfs/MLComputing/048__attention-is-all-you-need.pdf,ok,0.4941403971535591,0.25480017627232177,0.0,0.691103828955895,64,,
049,MLComputing,Dropout: A Simple Way to Prevent Neural Networks from Overfitting,Good,data/pdfs/MLComputing/049__dropout-a-simple-way-to-prevent-neural-networks-from-overfitting.pdf,ok,0.1471888350540538,0.26066385193594876,0.0,0.6812457923693329,64,,
050,MLComputing,Adam: A Method for Stochastic Optimization,Good,data/pdfs/MLComputing/050__adam-a-method-for-stochastic-optimization.pdf,ok,0.1554761145404171,0.2194864894205989,0.0,0.5542500731897932,56,dag_validation_failed,Node 12: unknown role 'Extension'
000,Pyschology,"The Magical Number Seven, Plus or Minus Two: Some Limits on Our Capacity for Processing Information",Good,data/pdfs/Pyschology/000__the-magical-number-seven-plus-or-minus-two-some-limits-on-our-capacity-for-proce.pdf,ok,0.5698114688732241,0.19949086822896628,0.10484150936224078,0.7816453456939195,64,,
001,Pyschology,Judgment under Uncertainty: Heuristics and Biases,Good,data/pdfs/Pyschology/001__judgment-under-uncertainty-heuristics-and-biases.pdf,missing_pdf,,,,,0,missing_pdf,
002,Pyschology,Behavioral Study of Obedience,Good,data/pdfs/Pyschology/002__behavioral-study-of-obedience.pdf,missing_pdf,,,,,0,missing_pdf,
003,Pyschology,The Role of Deliberate Practice in the Acquisition of Expert Performance,Good,data/pdfs/Pyschology/003__the-role-of-deliberate-practice-in-the-acquisition-of-expert-performance.pdf,missing_pdf,,,,,0,missing_pdf,
004,Pyschology,Levels of Processing: A Framework for Memory Research,Good,data/pdfs/Pyschology/004__levels-of-processing-a-framework-for-memory-research.pdf,missing_pdf,,,,,0,missing_pdf,
005,Pyschology,Reconstruction of Automobile Destruction: An Example of the Interaction Between Language and Memory,Good,data/pdfs/Pyschology/005__reconstruction-of-automobile-destruction-an-example-of-the-interaction-between-l.pdf,missing_pdf,,,,,0,missing_pdf,
006,Pyschology,Studies of Interference in Serial Verbal Reactions,Good,data/pdfs/Pyschology/006__studies-of-interference-in-serial-verbal-reactions.pdf,ok,0.6912682338905,0.030576934531864528,0.6450304473169254,0.7737458463239177,64,,
007,Pyschology,The Nature of Love,Good,data/pdfs/Pyschology/007__the-nature-of-love.pdf,ok,0.7081591497124864,0.0851548822131839,0.568375780789893,0.8136362692428544,64,,
